lon	lat	zip
-80.566	32.656	29446
-80.623	33.086	29447
-80.453	33.239	29448
-80.274	32.710	29449
-79.784	33.044	29450
-79.761	32.807	29451
-80.461	32.730	29452
-79.715	33.183	29453
-79.822	32.836	29455
-80.107	33.013	29456
-79.858	32.849	29457
-79.507	33.119	29458
-80.023	33.197	29461
-79.821	32.847	29464
-79.858	32.849	29465
-79.805	32.867	29466
-80.071	33.412	29468
-80.099	33.245	29469
-80.225	32.788	29470
-80.661	33.173	29471
-80.375	33.033	29472
-80.595	32.847	29474
-80.819	32.899	29475
-79.904	33.164	29476
-80.479	33.152	29477
-79.924	33.336	29479
-80.682	33.098	29481
-79.840	32.766	29482
-80.432	33.040	29483
-80.227	33.002	29484
-80.329	33.000	29485
-80.167	32.659	29487
-80.703	32.925	29488
-79.853	32.967	29492
-80.845	33.033	29493
-79.685	34.050	29501
-79.785	34.201	29502
-79.651	34.063	29503
-79.693	34.042	29504
-79.694	34.050	29505
-79.622	34.061	29506
-79.409	33.436	29510
-79.041	33.940	29511
-79.708	34.599	29512
-79.644	34.517	29516
-79.709	33.598	29518
-79.354	34.027	29519
-79.944	34.692	29520
-79.588	34.584	29525
-78.948	33.869	29526
-79.022	33.824	29527
-78.919	33.936	29528
-79.757	33.981	29530
-79.932	34.318	29532
-79.341	34.422	29536
-79.842	34.384	29540
-79.734	34.063	29541
-79.352	34.426	29542
-79.277	34.375	29543
-78.995	33.953	29544
-78.959	34.167	29545
-79.360	33.952	29546
-79.350	34.485	29547
-80.074	34.345	29550
-80.132	34.366	29551
-79.431	33.732	29554
-79.490	33.887	29555
-79.838	33.664	29556
-79.743	33.908	29560
-79.241	34.350	29563
-79.709	33.598	29564
-79.478	34.384	29565
-78.758	33.816	29566
-79.348	34.496	29567
-78.885	33.834	29568
-78.918	33.977	29569
-79.556	34.687	29570
-79.364	34.164	29571
-78.852	33.712	29572
-79.477	34.488	29573
-79.273	34.159	29574
-78.908	33.758	29575
-79.048	33.530	29576
-78.969	33.789	29577
-79.000	33.739	29578
-78.979	33.738	29579
-79.709	33.598	29580
-79.102	34.001	29581
-78.772	33.770	29582
-79.599	33.972	29583
-80.171	34.592	29584
-79.184	33.464	29585
-78.963	33.621	29587
-79.322	34.105	29589
-79.709	33.598	29590
-79.770	33.937	29591
-79.478	34.258	29592
-79.880	34.442	29593
-79.587	34.641	29594
-79.830	34.732	29596
-78.972	33.786	29597
-78.919	33.936	29598
-82.403	34.849	29601
-82.396	34.801	29602
-82.372	34.838	29603
-82.454	34.850	29604
-82.374	34.772	29605
-82.454	34.850	29606
-82.384	34.909	29607
-82.454	34.850	29608
-82.387	34.902	29609
-82.454	34.850	29610
-82.421	34.839	29611
-82.454	34.850	29612
-82.433	34.925	29613
-82.363	34.872	29614
-82.359	34.939	29615
-82.454	34.850	29616
-82.466	34.955	29617
-82.446	34.216	29620
-82.638	34.493	29621
-82.783	34.492	29622
-82.835	34.438	29623
-82.708	34.512	29624
-82.686	34.468	29625
-82.705	34.416	29626
-82.569	34.492	29627
-82.490	34.192	29628
-82.797	34.745	29630
-82.802	34.760	29631
-82.710	34.847	29632
-82.710	34.847	29633
-82.710	34.847	29634
-82.508	35.079	29635
-82.454	34.850	29636
-82.337	34.330	29638
-82.431	34.327	29639
-82.644	34.844	29640
-82.653	34.814	29641
-82.594	34.790	29642
-83.030	34.543	29643
-82.244	34.658	29644
-82.115	34.595	29645
-82.128	34.114	29646
-82.163	34.179	29647
-82.168	34.212	29648
-82.154	34.291	29649
-82.368	34.949	29650
-82.330	34.962	29651
-82.454	34.850	29652
-82.214	34.274	29653
-82.509	34.416	29654
-82.609	34.421	29655
-82.765	34.625	29656
-82.709	34.784	29657
-83.278	34.763	29658
-82.632	34.221	29659
-82.531	35.072	29661
-82.267	34.750	29662
-83.191	34.857	29664
-82.911	34.725	29665
-81.998	34.119	29666
-82.765	34.764	29667
-82.535	34.657	29669
-82.597	34.609	29670
-82.712	34.874	29671
-82.946	34.774	29672
-82.392	34.722	29673
-83.088	34.764	29675
-82.977	34.867	29676
-82.757	34.598	29677
-82.964	34.716	29678
-82.940	34.608	29679
-82.289	34.696	29680
-82.267	34.807	29681
-82.826	34.837	29682
-82.494	35.029	29683
-82.660	34.409	29684
-82.785	34.978	29685
-83.037	34.897	29686
-82.382	34.971	29687
-82.353	35.048	29688
-82.892	34.534	29689
-82.374	35.072	29690
-83.067	34.846	29691
-82.249	34.389	29692
-83.154	34.696	29693
-82.305	34.219	29695
-83.035	34.704	29696
-82.612	34.554	29697
-81.969	34.888	29698
-81.494	35.110	29702
-81.179	34.993	29703
-80.938	34.860	29704
-81.168	34.693	29706
-80.991	35.050	29708
-80.130	34.756	29709
-81.165	35.036	29710
-80.996	34.778	29712
-80.943	34.696	29714
-81.155	34.988	29715
-80.969	35.063	29716
-81.433	34.963	29717
-80.393	34.712	29718
-80.684	34.718	29720
-80.782	34.699	29721
-80.659	34.767	29722
-81.023	34.775	29724
-81.227	34.860	29726
-80.171	34.592	29727
-80.375	34.769	29728
-81.004	34.692	29729
-81.052	34.909	29730
-81.179	34.993	29731
-81.092	34.938	29732
-81.179	34.993	29733
-81.179	34.993	29734
-80.190	34.721	29741
-81.339	34.933	29742
-81.407	35.025	29743
-80.852	34.974	29744
-81.209	34.992	29745
-81.696	33.554	29801
-81.591	33.724	29802
-81.695	33.506	29803
-81.600	33.538	29804
-81.647	33.699	29805
-81.600	33.538	29808
-81.690	33.413	29809
-81.288	32.990	29810
-81.350	33.250	29812
-81.483	33.292	29813
-81.851	33.497	29816
-81.298	33.364	29817
-82.201	34.060	29819
-82.133	33.623	29821
-81.865	33.500	29822
-81.988	33.768	29824
-81.378	33.386	29826
-81.249	32.960	29827
-81.828	33.518	29828
-81.793	33.641	29829
-81.725	33.422	29831
-81.818	33.783	29832
-81.844	33.498	29834
-82.261	33.893	29835
-81.348	32.952	29836
-82.219	33.705	29838
-81.599	33.507	29839
-82.320	33.836	29840
-81.739	33.467	29841
-81.864	33.471	29842
-81.183	33.178	29843
-82.211	33.785	29844
-82.320	33.836	29845
-81.226	33.024	29846
-81.864	33.698	29847
-82.151	33.996	29848
-81.207	33.099	29849
-81.686	33.546	29850
-81.796	33.526	29851
-81.376	33.302	29853
-81.549	33.480	29856
-81.855	33.557	29860
-81.600	33.538	29861
-82.320	33.836	29899
-80.565	32.424	29901
-80.653	32.405	29902
-80.735	32.444	29903
-80.661	32.391	29904
-80.689	32.340	29905
-80.760	32.382	29906
-80.900	32.350	29910
-81.206	32.886	29911
-80.989	32.489	29912
-81.185	32.930	29913
-80.677	32.553	29914
-80.788	32.156	29915
-81.151	32.719	29916
-81.183	32.807	29918
-80.538	32.372	29920
-81.207	32.718	29921
-81.193	32.742	29922
-81.127	32.789	29923
-81.132	32.882	29924
-80.800	32.213	29925
-80.748	32.208	29926
-81.075	32.244	29927
-80.644	32.265	29928
-80.948	32.946	29929
-80.703	32.538	29931
-81.127	32.789	29932
-81.127	32.789	29933
-81.061	32.272	29934
-80.684	32.387	29935
-80.926	32.487	29936
-80.661	32.391	29938
-81.245	32.679	29939
-80.719	32.569	29940
-80.718	32.588	29941
-81.011	32.393	29943
-81.080	32.797	29944
-80.887	32.692	29945
-84.239	33.772	30002
-84.038	33.960	30003
-84.302	34.112	30004
-84.228	34.078	30005
-84.557	33.912	30006
-84.557	33.912	30007
-84.592	33.897	30008
-84.474	33.844	30009
-84.038	33.960	30010
-83.826	34.019	30011
-84.002	33.719	30012
-83.968	33.644	30013
-83.850	33.529	30014
-83.865	33.556	30015
-83.863	33.515	30016
-84.041	33.917	30017
-83.801	33.718	30018
-83.879	33.988	30019
-84.238	33.811	30021
-84.242	34.027	30022
-84.474	33.844	30023
-84.026	34.042	30024
-83.683	33.679	30025
-84.092	33.963	30026
-84.093	34.193	30028
-84.038	33.960	30029
-84.292	33.773	30030
-84.075	33.891	30031
-84.273	33.750	30032
-84.286	33.816	30033
-84.251	33.691	30034
-84.201	33.732	30035
-84.075	33.891	30036
-84.075	33.891	30037
-84.145	33.668	30038
-84.023	33.818	30039
-84.158	34.232	30040
-84.103	34.204	30041
-84.103	33.929	30042
-84.013	34.003	30043
-84.071	33.942	30044
-83.957	33.937	30045
-84.038	33.960	30046
-84.072	33.866	30047
-84.038	33.960	30048
-83.897	33.877	30052
-83.874	33.671	30054
-83.791	33.431	30055
-83.707	33.515	30056
-84.101	33.736	30058
-84.540	33.938	30060
-84.556	33.933	30061
-84.488	33.982	30062
-84.511	33.965	30063
-84.629	33.924	30064
-84.557	33.912	30065
-84.498	34.025	30066
-84.462	33.933	30067
-84.446	33.971	30068
-84.557	33.912	30069
-83.895	33.571	30070
-84.211	33.944	30071
-84.205	33.791	30072
-84.075	33.891	30074
-84.370	34.055	30075
-84.320	34.028	30076
-84.474	33.844	30077
-84.008	33.863	30078
-84.258	33.793	30079
-84.556	33.865	30080
-84.711	33.859	30081
-84.534	33.857	30082
-84.203	33.786	30083
-84.215	33.854	30084
-84.075	33.891	30085
-84.075	33.891	30086
-84.136	33.810	30087
-84.177	33.761	30088
-84.547	33.952	30090
-84.038	33.960	30091
-84.138	33.911	30092
-84.182	33.932	30093
-84.068	33.611	30094
-84.130	34.026	30095
-84.153	33.985	30096
-84.145	34.006	30097
-84.038	33.960	30098
-84.105	33.960	30099
-84.674	34.023	30101
-84.589	34.071	30102
-84.909	34.296	30103
-85.080	34.053	30104
-85.149	34.479	30105
-84.631	33.837	30106
-84.443	34.301	30107
-85.124	33.588	30108
-85.136	33.653	30109
-85.173	33.768	30110
-84.557	33.912	30111
-85.210	33.837	30113
-84.491	34.251	30114
-84.420	34.199	30115
-85.050	33.604	30116
-85.079	33.567	30117
-85.096	33.571	30118
-85.074	33.619	30119
-84.847	34.201	30120
-84.767	34.208	30121
-84.647	33.765	30122
-84.846	34.244	30123
-85.333	34.162	30124
-85.239	33.999	30125
-84.603	33.833	30126
-84.686	33.914	30127
-85.234	34.333	30129
-84.867	33.935	30132
-84.745	33.690	30133
-84.777	33.760	30134
-84.751	33.667	30135
-84.762	34.118	30137
-85.172	34.000	30138
-84.743	34.462	30139
-85.235	33.882	30140
-84.844	33.879	30141
-84.458	34.243	30142
-84.428	34.469	30143
-84.597	34.034	30144
-84.962	34.234	30145
-84.458	34.243	30146
-85.220	34.152	30147
-84.303	34.440	30148
-85.182	34.280	30149
-85.182	33.643	30150
-84.458	34.243	30151
-84.654	33.995	30152
-85.092	33.994	30153
-84.745	33.690	30154
-84.862	33.904	30157
-85.221	34.262	30161
-85.214	34.291	30162
-85.234	34.333	30163
-85.234	34.333	30164
-85.273	34.316	30165
-84.595	33.784	30168
-85.165	33.524	30170
-84.738	34.338	30171
-85.234	34.333	30172
-85.118	34.145	30173
-84.523	34.516	30175
-85.262	33.770	30176
-84.379	34.403	30177
-84.973	34.130	30178
-85.026	33.737	30179
-84.976	33.706	30180
-85.251	33.680	30182
-84.578	34.339	30183
-84.754	34.264	30184
-84.910	33.509	30185
-84.778	33.659	30187
-84.482	34.127	30188
-84.477	34.148	30189
-84.146	33.076	30204
-84.453	33.300	30205
-84.457	33.105	30206
-84.289	33.278	30212
-84.609	33.591	30213
-84.481	33.468	30214
-84.474	33.394	30215
-83.898	33.237	30216
-85.134	33.278	30217
-84.613	33.069	30218
-85.171	33.157	30219
-84.741	33.276	30220
-84.740	33.047	30222
-84.290	33.266	30223
-84.273	33.240	30224
-84.274	33.408	30228
-84.569	33.232	30229
-84.961	33.144	30230
-84.504	33.404	30232
-83.981	33.320	30233
-84.029	33.322	30234
-84.338	33.519	30236
-84.351	33.501	30237
-84.380	33.494	30238
-85.074	33.024	30240
-84.958	33.025	30241
-84.116	33.372	30248
-84.314	33.443	30250
-84.699	33.179	30251
-84.055	33.477	30252
-84.154	33.451	30253
-84.378	33.039	30256
-84.149	33.136	30257
-84.437	33.022	30258
-84.739	33.276	30259
-84.327	33.580	30260
-85.049	33.046	30261
-84.819	33.370	30263
-84.814	33.361	30264
-84.706	33.416	30265
-84.299	33.266	30266
-84.710	33.559	30268
-84.568	33.396	30269
-84.756	33.351	30271
-84.516	33.626	30272
-84.273	33.577	30273
-84.398	33.556	30274
-84.874	33.430	30275
-84.603	33.285	30276
-84.659	33.363	30277
-84.208	33.550	30281
-84.290	33.345	30284
-84.219	32.965	30285
-84.336	32.885	30286
-84.351	33.501	30287
-84.337	33.637	30288
-84.637	33.326	30289
-84.586	33.460	30290
-84.551	33.573	30291
-84.399	33.117	30292
-84.625	32.968	30293
-84.294	33.617	30294
-84.322	33.077	30295
-84.435	33.558	30296
-84.374	33.612	30297
-84.351	33.501	30298
-84.474	33.844	30301
-84.474	33.844	30302
-84.392	33.752	30303
-84.429	33.848	30304
-84.387	33.835	30305
-84.360	33.788	30306
-84.357	33.763	30307
-84.377	33.794	30308
-84.388	33.798	30309
-84.431	33.718	30310
-84.468	33.725	30311
-84.382	33.830	30312
-84.400	33.761	30313
-84.434	33.758	30314
-84.384	33.697	30315
-84.359	33.727	30316
-84.351	33.754	30317
-84.443	33.792	30318
-84.329	33.877	30319
-84.424	33.657	30320
-84.474	33.844	30321
-84.325	33.795	30322
-84.474	33.844	30323
-84.366	33.820	30324
-84.474	33.844	30325
-84.361	33.850	30326
-84.422	33.864	30327
-84.396	33.934	30328
-84.325	33.827	30329
-84.432	33.707	30330
-84.579	33.724	30331
-84.398	33.776	30332
-84.075	33.891	30333
-84.439	33.703	30334
-84.390	33.752	30335
-84.555	33.741	30336
-84.462	33.643	30337
-84.325	33.967	30338
-84.434	33.906	30339
-84.254	33.893	30340
-84.278	33.890	30341
-84.379	33.881	30342
-84.474	33.844	30343
-84.448	33.692	30344
-84.281	33.846	30345
-84.338	33.924	30346
-84.474	33.844	30347
-84.474	33.844	30348
-84.550	33.618	30349
-84.314	33.963	30350
-84.474	33.844	30351
-84.474	33.844	30353
-84.390	33.668	30354
-84.474	33.844	30355
-84.075	33.891	30356
-84.474	33.844	30357
-84.341	33.998	30358
-84.075	33.891	30359
-84.278	33.931	30360
-84.474	33.844	30361
-84.075	33.891	30362
-84.474	33.844	30363
-84.474	33.844	30364
-84.474	33.844	30365
-84.075	33.891	30366
-84.387	33.789	30367
-84.474	33.844	30368
-84.474	33.844	30369
-84.474	33.844	30370
-84.474	33.844	30371
-84.474	33.844	30374
-84.474	33.844	30375
-84.474	33.844	30376
-84.474	33.844	30377
-84.474	33.844	30378
-84.474	33.844	30379
-84.474	33.844	30380
-84.474	33.844	30381
-84.474	33.844	30384
-84.474	33.844	30385
-84.474	33.844	30386
-84.474	33.844	30387
-84.474	33.844	30388
-84.474	33.844	30389
-84.474	33.844	30390
-84.474	33.844	30392
-84.474	33.844	30394
-84.474	33.844	30396
-84.474	33.844	30398
-84.474	33.844	30399
-82.346	32.570	30401
-82.517	32.180	30410
-82.827	32.143	30411
-82.482	32.077	30412
-82.467	32.889	30413
-81.872	32.163	30414
-81.657	32.352	30415
-81.924	32.161	30417
-82.034	32.106	30420
-82.027	32.059	30421
-81.872	32.163	30423
-81.629	32.768	30424
-82.100	32.655	30425
-81.684	33.054	30426
-82.012	32.067	30427
-82.725	32.119	30428
-81.926	32.153	30429
-82.438	33.029	30434
-82.331	32.129	30436
-81.998	32.051	30438
-82.048	32.399	30439
-82.172	32.926	30441
-81.974	32.779	30442
-82.567	32.183	30445
-81.483	32.581	30446
-82.485	32.504	30447
-82.373	32.476	30448
-81.533	32.528	30449
-81.924	32.552	30450
-82.087	32.414	30451
-81.889	32.398	30452
-82.146	32.031	30453
-82.714	32.506	30454
-81.793	32.723	30455
-81.845	32.980	30456
-82.557	32.383	30457
-81.785	32.425	30458
-81.778	32.447	30459
-81.782	32.418	30460
-81.716	32.450	30461
-82.259	32.446	30464
-82.324	32.567	30466
-81.629	32.744	30467
-82.522	32.189	30470
-82.184	32.550	30471
-82.516	32.029	30473
-82.392	32.199	30474
-82.374	32.178	30475
-82.408	32.864	30477
-81.998	32.051	30499
-83.838	34.334	30501
-83.795	34.213	30502
-83.951	34.345	30503
-83.887	34.241	30504
-83.839	34.306	30505
-83.860	34.336	30506
-83.825	34.257	30507
-83.595	34.504	30510
-83.474	34.394	30511
-83.968	34.868	30512
-84.331	34.831	30513
-84.019	34.903	30514
-84.038	33.960	30515
-83.033	34.384	30516
-83.685	34.110	30517
-84.034	34.114	30518
-83.931	34.080	30519
-83.153	34.356	30520
-83.255	34.363	30521
-84.425	34.732	30522
-83.508	34.656	30523
-83.375	34.887	30525
-83.776	34.398	30527
-83.746	34.610	30528
-83.571	34.170	30529
-83.402	34.168	30530
-83.574	34.535	30531
-84.024	34.541	30533
-84.155	34.454	30534
-83.570	34.632	30535
-83.358	34.970	30537
-83.259	34.535	30538
-84.493	34.658	30539
-84.449	34.701	30540
-84.437	34.929	30541
-83.891	34.283	30542
-83.735	34.364	30543
-83.563	34.593	30544
-83.721	34.729	30545
-83.727	34.906	30546
-83.492	34.373	30547
-83.718	34.099	30548
-83.589	34.106	30549
-83.443	34.790	30552
-83.144	34.408	30553
-83.704	34.411	30554
-84.404	34.937	30555
-83.232	34.528	30557
-83.543	34.329	30558
-84.269	34.937	30559
-84.249	34.863	30560
-83.403	34.914	30562
-83.523	34.542	30563
-83.907	34.445	30564
-83.475	34.113	30565
-83.898	34.239	30566
-83.597	34.159	30567
-83.381	34.945	30568
-83.710	34.666	30571
-84.028	34.712	30572
-83.398	34.742	30573
-83.713	34.195	30575
-83.457	34.856	30576
-83.289	34.554	30577
-83.436	34.677	30580
-83.419	34.804	30581
-83.829	34.934	30582
-83.510	34.629	30596
-83.981	34.528	30597
-83.353	34.592	30598
-83.587	34.131	30599
-83.354	33.993	30601
-83.365	33.926	30602
-83.409	33.948	30603
-83.389	33.944	30604
-83.364	33.923	30605
-83.431	33.951	30606
-83.440	33.998	30607
-83.389	33.944	30608
-83.377	33.946	30609
-83.389	33.944	30610
-83.389	33.944	30612
-83.398	33.962	30613
-83.222	33.889	30619
-83.722	33.944	30620
-83.482	33.806	30621
-83.518	33.902	30622
-83.511	33.754	30623
-82.957	34.164	30624
-83.366	33.526	30625
-83.099	34.059	30627
-83.202	34.088	30628
-83.144	34.106	30629
-83.165	33.908	30630
-82.858	33.577	30631
-83.263	34.153	30633
-82.943	34.185	30634
-82.841	34.130	30635
-83.420	33.756	30638
-83.147	34.274	30639
-83.580	33.778	30641
-83.193	33.561	30642
-82.942	34.361	30643
-83.516	33.801	30645
-83.309	34.089	30646
-83.288	34.120	30647
-83.020	33.853	30648
-83.493	33.591	30650
-83.701	33.788	30655
-83.710	33.839	30656
-82.900	33.764	30660
-83.193	34.298	30662
-83.602	33.611	30663
-82.795	33.560	30664
-83.074	33.562	30665
-83.590	33.980	30666
-83.152	33.805	30667
-82.747	33.878	30668
-83.122	33.634	30669
-83.171	33.741	30671
-82.711	33.731	30673
-83.433	33.817	30677
-83.080	33.458	30678
-83.698	33.987	30680
-83.292	33.931	30683
-84.888	34.497	30701
-84.762	34.479	30703
-84.772	34.786	30705
-85.354	34.764	30707
-84.757	34.872	30708
-84.919	34.868	30710
-84.745	34.888	30711
-84.990	34.802	30719
-84.993	34.791	30720
-84.914	34.788	30721
-84.951	34.760	30722
-84.778	34.788	30724
-85.238	34.847	30725
-85.141	34.980	30726
-85.255	34.697	30728
-85.417	34.392	30730
-85.414	34.519	30731
-84.712	34.569	30732
-85.053	34.414	30733
-84.724	34.535	30734
-84.907	34.583	30735
-85.119	34.889	30736
-85.502	34.814	30738
-85.213	34.802	30739
-85.073	34.767	30740
-85.246	34.798	30741
-85.175	34.931	30742
-85.026	34.572	30746
-85.316	34.484	30747
-85.385	34.935	30750
-84.735	34.981	30751
-85.502	34.872	30752
-85.368	34.533	30753
-85.050	34.875	30755
-84.989	34.930	30756
-85.448	34.923	30757
-82.312	33.574	30802
-82.527	33.141	30803
-82.199	33.360	30805
-82.510	33.528	30806
-82.642	33.447	30807
-82.402	33.404	30808
-82.144	33.551	30809
-82.600	33.223	30810
-81.929	33.050	30811
-82.091	33.386	30812
-82.214	33.467	30813
-82.307	33.456	30814
-82.058	33.322	30815
-82.135	33.155	30816
-82.453	33.813	30817
-82.343	33.190	30818
-82.625	33.432	30819
-82.631	33.232	30820
-82.719	33.485	30821
-81.875	32.873	30822
-82.439	33.181	30823
-82.514	33.495	30824
-82.641	33.406	30828
-81.987	33.081	30830
-82.362	33.192	30833
-81.969	33.457	30901
-82.091	33.386	30903
-82.016	33.479	30904
-82.134	33.413	30905
-82.010	33.359	30906
-82.069	33.458	30907
-82.056	33.417	30909
-82.091	33.386	30910
-82.091	33.386	30911
-82.091	33.386	30912
-82.091	33.386	30913
-82.091	33.386	30914
-82.091	33.386	30916
-82.236	33.528	30917
-82.091	33.386	30919
-82.091	33.386	30999
-83.373	31.977	31001
-82.540	32.569	31002
-83.210	32.606	31003
-83.801	32.947	31004
-83.663	32.540	31005
-84.226	32.573	31006
-83.901	32.186	31007
-83.789	32.618	31008
-83.009	32.304	31009
-83.785	31.917	31010
-83.056	32.150	31011
-83.161	32.311	31012
-83.693	32.339	31013
-83.321	32.384	31014
-83.777	31.920	31015
-84.063	32.900	31016
-83.269	32.608	31017
-82.648	32.968	31018
-83.045	32.428	31019
-83.456	32.715	31020
-82.938	32.459	31021
-83.109	32.506	31022
-83.194	32.144	31023
-83.356	33.321	31024
-83.749	32.360	31025
-82.782	32.552	31027
-83.702	32.568	31028
-83.915	33.026	31029
-83.855	32.561	31030
-83.303	32.881	31031
-83.567	32.992	31032
-83.425	33.057	31033
-83.247	33.023	31034
-82.702	32.855	31035
-83.490	32.276	31036
-82.975	32.047	31037
-83.618	33.208	31038
-84.228	32.560	31039
-82.915	32.540	31040
-84.212	32.373	31041
-83.145	32.751	31042
-83.331	32.661	31044
-82.756	33.297	31045
-83.803	33.028	31046
-83.646	32.454	31047
-82.525	32.699	31049
-83.916	32.716	31050
-83.891	32.147	31051
-83.823	32.783	31052
-83.232	32.887	31054
-82.911	32.048	31055
-83.905	32.438	31057
-84.228	32.560	31058
-82.927	31.964	31060
-83.239	33.072	31061
-83.225	33.087	31062
-83.864	32.240	31063
-83.699	33.338	31064
-83.160	32.562	31065
-83.979	32.787	31066
-82.947	32.877	31067
-84.101	32.327	31068
-83.723	32.432	31069
-83.778	32.183	31070
-83.504	32.098	31071
-83.540	31.949	31072
-83.123	32.176	31073
-82.967	32.380	31075
-84.093	32.552	31076
-83.123	32.176	31077
-84.011	32.687	31078
-83.454	31.948	31079
-84.228	32.560	31081
-82.841	32.975	31082
-82.912	32.084	31083
-83.395	31.989	31084
-83.627	33.435	31085
-83.876	32.990	31086
-83.089	33.257	31087
-83.645	32.555	31088
-82.783	32.873	31089
-83.067	32.807	31090
-83.732	32.219	31091
-83.792	32.116	31092
-83.658	32.587	31093
-82.806	33.080	31094
-83.670	32.487	31095
-82.657	32.636	31096
-84.213	32.902	31097
-83.640	32.494	31098
-83.651	32.646	31099
-84.474	33.844	31106
-84.474	33.844	31107
-84.075	33.891	31119
-84.474	33.844	31126
-84.474	33.844	31131
-84.474	33.844	31139
-84.075	33.891	31141
-84.075	33.891	31145
-84.075	33.891	31146
-84.474	33.844	31150
-84.474	33.844	31156
-84.474	33.844	31191
-84.474	33.844	31192
-84.474	33.844	31193
-84.474	33.844	31195
-84.474	33.844	31196
-84.474	33.844	31197
-84.474	33.844	31198
-84.474	33.844	31199
-83.595	32.828	31201
-83.691	32.807	31202
-83.691	32.807	31203
-83.667	32.852	31204
-83.691	32.807	31205
-83.668	32.835	31206
-83.649	32.830	31207
-83.691	32.807	31208
-83.691	32.807	31209
-83.680	32.843	31210
-83.607	32.867	31211
-83.691	32.807	31212
-83.639	32.839	31213
-83.748	32.749	31216
-83.565	32.812	31217
-83.802	32.859	31220
-83.691	32.807	31221
-83.691	32.807	31294
-83.569	32.810	31295
-83.691	32.807	31296
-83.657	32.700	31297
-83.708	32.873	31298
-83.691	32.807	31299
-81.604	31.779	31301
-81.291	32.107	31302
-81.322	32.488	31303
-81.382	31.495	31304
-81.369	31.414	31305
-81.354	32.174	31307
-81.503	32.159	31308
-81.458	31.877	31309
-81.437	31.807	31310
-81.384	32.332	31312
-81.524	31.805	31313
-81.437	31.807	31314
-81.655	31.844	31315
-81.774	31.781	31316
-81.372	32.150	31318
-81.369	31.459	31319
-81.421	31.779	31320
-81.515	32.010	31321
-81.084	32.072	31322
-81.574	31.786	31323
-81.407	31.952	31324
-81.288	32.285	31326
-81.382	31.495	31327
-80.855	32.006	31328
-81.362	32.370	31329
-81.358	31.512	31331
-81.382	31.495	31332
-81.621	31.770	31333
-81.136	32.072	31401
-81.072	31.971	31402
-81.072	31.971	31403
-81.117	32.048	31404
-81.181	32.065	31405
-81.087	31.976	31406
-81.200	32.167	31407
-81.175	32.108	31408
-81.072	31.971	31409
-80.997	32.017	31410
-81.046	31.943	31411
-81.072	31.971	31412
-81.072	31.971	31414
-81.129	32.075	31415
-81.048	32.005	31416
-81.072	31.971	31418
-81.214	32.008	31419
-81.072	31.971	31420
-81.072	31.971	31421
-81.072	31.971	31422
-81.072	31.971	31498
-81.072	31.971	31499
-82.360	31.224	31501
-82.417	31.019	31502
-82.377	31.193	31503
-82.461	31.577	31510
-82.987	31.550	31512
-82.351	31.757	31513
-82.300	31.718	31515
-82.271	31.326	31516
-82.215	31.483	31518
-82.865	31.672	31519
-81.493	31.230	31520
-81.532	31.242	31521
-81.449	31.213	31522
-81.546	31.219	31523
-81.483	31.222	31524
-81.530	31.280	31525
-81.417	31.060	31527
-82.707	31.796	31532
-82.857	31.509	31533
-82.855	31.572	31534
-82.825	31.505	31535
-82.027	30.855	31537
-82.627	31.807	31539
-82.124	31.179	31542
-81.810	31.268	31543
-82.977	31.832	31544
-81.958	31.601	31545
-81.805	31.532	31546
-81.628	30.805	31547
-81.692	30.784	31548
-82.683	31.931	31549
-82.595	31.168	31550
-82.230	31.454	31551
-82.601	31.307	31552
-81.954	31.158	31553
-82.703	31.505	31554
-82.038	31.685	31555
-82.116	31.413	31556
-82.115	31.370	31557
-81.631	30.844	31558
-82.010	31.513	31560
-81.332	31.199	31561
-82.195	31.731	31563
-82.417	31.019	31564
-81.634	31.069	31565
-81.890	31.188	31566
-82.724	31.614	31567
-81.778	30.995	31568
-81.703	30.939	31569
-81.880	31.578	31598
-81.880	31.578	31599
-83.332	30.754	31601
-83.328	30.893	31602
-83.252	30.828	31603
-83.252	30.828	31604
-83.247	30.946	31605
-83.245	30.826	31606
-83.407	31.152	31620
-83.221	31.384	31622
-82.690	31.064	31623
-82.848	31.303	31624
-83.526	30.857	31625
-83.911	30.829	31626
-83.392	31.040	31627
-83.708	30.761	31629
-82.881	30.976	31630
-82.772	31.057	31631
-83.333	30.942	31632
-82.761	31.051	31634
-83.099	31.035	31635
-83.184	30.745	31636
-83.469	31.271	31637
-83.540	30.925	31638
-83.218	31.200	31639
-83.128	30.899	31641
-82.853	31.341	31642
-83.588	30.789	31643
-83.229	31.084	31645
-82.166	30.434	31646
-83.412	31.213	31647
-83.037	30.769	31648
-83.014	30.955	31649
-82.968	31.362	31650
-83.288	30.848	31698
-83.207	30.975	31699
-84.177	31.561	31701
-84.195	31.595	31702
-84.220	31.543	31703
-84.061	31.550	31704
-84.078	31.546	31705
-84.177	31.559	31706
-84.293	31.529	31707
-84.132	31.591	31708
-84.215	32.040	31709
-84.182	32.051	31710
-84.164	32.156	31711
-83.728	31.850	31712
-84.699	31.477	31713
-83.644	31.723	31714
-84.512	30.835	31715
-84.100	31.359	31716
-84.618	30.889	31717
-84.570	30.902	31718
-83.526	30.857	31720
-83.649	31.081	31722
-84.901	31.346	31723
-84.854	31.558	31724
-84.704	30.908	31725
-84.343	31.824	31726
-83.504	31.442	31727
